id_venta,numero_linea,fecha_venta,id_cliente,id_producto,id_tienda,nombre_tienda,ciudad,empresa,nombre_producto,categoria,cantidad,precio_unitario,descuento,genero_cliente,tipo_cliente,talla,metodo_pago,canal,temporada,tipo_prenda,departamento
V000722,1,2024-02-06,C00367,P0022,T041,KOAJ Mayales,Valledupar,KOAJ,Tenis casuales,Calzado,1,"193.000,00",0.0,Hombre,Local,XS,Tarjeta débito,Online,Día del Padre,Calzado,Cesar
V001046,1,2025-03-24,C00276,P0021,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Polo,Camisas,3,"116000,00",0.15,Mujer,Local,XXL,Tarjeta crédito,Tienda física,Día de la Madre,Polo,Atlántico
V003667,1,2023-02-26,C01746,P0005,T008,KOAJ Gran Estación,Bogotá,KOAJ,Falda,Faldas,1,"118000,00",0.05,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Falda,Bogotá D.C.
V000014,2,2024-06-11,C00611,P0016,T029,KOAJ Cosmocentro,Cali,KOAJ,Pantalón cargo,Pantalones,4,"135000,00",0.0,Hombre,Local,36,Tarjeta crédito,Tienda física,Regreso a clases,Pantalón,Valle del Cauca
V002354,2,2024-08-12,C00896,P0014,T004,KOAJ Unicentro,Armenia,KOAJ,Jogger,Pantalones,4,142000,0.0,Hombre,Local,38,Efectivo,Tienda física,Temporada regular,Pantalón,Quindío
V001402,2,2025-12-28,C01036,P0002,T014,KOAJ La Estación,Ibagué,KOAJ,Set deportivo,Deportivo,1,149000,0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Temporada regular,Conjunto,Tolima
V000631,2,2025-12-22,C00095,P0020,T006,KOAJ Único,Pasto,KOAJ,Camiseta estampada,Camisetas,1,"79000,00",0.0,Mujer,Local,M,Efectivo,Tienda física,Regreso a clases,Camiseta,Nariño
V002923,2,2023-01-31,C02368,P0016,T032,KOAJ La Castellana,Cartagena,KOAJ,Pantalón cargo,Pantalones,1,"141.000,00",0.0,Hombre,Local,38,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Bolívar
V002659,2,2023-04-03,C01972,P0018,T009,KOAJ Buenavista,Montería,KOAJ,Camiseta básica,Camisetas,1,"76000,00",0.15,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Córdoba
V003360,1,2023-08-26,C00508,P0014,T006,KOAJ Único,Pasto,KOAJ,Jogger,Pantalones,2,"133.000,00",0.0,Hombre,Local,36,Tarjeta crédito,Online,Temporada regular,Pantalón,Nariño
V000386,1,2023-08-18,C01170,P0023,T015,KOAJ Wajira,Riohacha,KOAJ,Camiseta oversize,Camisetas,3,"76000,00",0.0,Hombre,Local,XL,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,La Guajira
V000395,2,2024-02-05,C00103,P0002,T043,KOAJ Victoria,Pereira,KOAJ,Set deportivo,Deportivo,2,"155000,00",0.2,Hombre,Turista,XS,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Risaralda
V003637,1,2024-02-24,C01603,P0007,T038,KOAJ Plaza Central,Bogotá,KOAJ,Gorra,Accesorios,2,"62.000,00",0.0,Hombre,Turista,XL,Tarjeta crédito,Online,Temporada regular,Accesorio,Bogotá D.C.
V001112,3,2024-12-11,C02586,P0007,T021,KOAJ Mallplaza,Manizales,KOAJ,Gorra,Accesorios,2,"57000,00",0.0,Hombre,Local,XS,Transferencia,Tienda física,Temporada regular,Accesorio,Caldas
V002956,1,2023-12-07,C01057,P0013,T038,KOAJ Plaza Central,Bogotá,KOAJ,Bolso,Accesorios,3,"59.000,00",0.05,Hombre,Local,XL,Tarjeta débito,Online,Día de la Madre,Accesorio,Bogotá D.C.
V001778,3,2025-12-20,C01430,P0011,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Buzo básico,Buzos,2,137000,0.4,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Norte de Santander
V002491,1,2023-11-12,C02208,P0007,T030,KOAJ Cacique,Bucaramanga,KOAJ,Gorra,Accesorios,1,"61000,00",0.15,Hombre,Turista,S,Tarjeta crédito,Tienda física,Regreso a clases,Accesorio,Santander
V003168,1,2025-04-21,C01322,P0008,T009,KOAJ Buenavista,Montería,KOAJ,Chaqueta bomber,Chaquetas,3,"217000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Córdoba
V001514,2,2024-09-04,C02128,P0015,T004,KOAJ Unicentro,Armenia,KOAJ,Jean straight,Jeans,2,"175.000,00",0.0,Hombre,Local,36,Efectivo,Tienda física,Temporada de diciembre,Pantalón,Quindío
V003721,2,2024-03-02,C01391,P0006,T007,KOAJ San Pedro Plaza,Neiva,KOAJ,Cinturón,Accesorios,1,"57.000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Huila
V002762,2,2025-12-23,C00286,P0010,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Short,Shorts,3,"100.000,00",0.0,Hombre,Local,34,Tarjeta débito,Tienda física,Temporada regular,Short,Atlántico
V003013,3,2024-12-04,C01704,P0023,T016,KOAJ Guacarí,Sincelejo,KOAJ,Camiseta oversize,Camisetas,4,"75000,00",0.0,Hombre,Turista,M,Tarjeta débito,Tienda física,Temporada regular,Camiseta,Sucre
V003195,2,2024-11-15,C01078,P0008,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Chaqueta bomber,Chaquetas,4,"218000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada de diciembre,Chaqueta,Atlántico
V002647,1,2023-02-07,C01177,P0025,T004,KOAJ Unicentro,Armenia,KOAJ,Vestido corto,Vestidos,2,"140000,00",0.05,Hombre,Turista,XXL,Efectivo,Tienda física,Día de la Madre,Vestido,Quindío
V002094,1,2024-07-09,C00827,P0014,T008,KOAJ Gran Estación,Bogotá,KOAJ,Jogger,Pantalones,4,"141.000,00",0.1,Mujer,Local,30,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Bogotá D.C.
V001732,1,2024-09-04,C02008,P0010,T025,KOAJ El Tesoro,Medellín,KOAJ,Short,Shorts,1,"97.000,00",0.05,Mujer,Turista,36,Efectivo,Tienda física,Temporada regular,Short,Antioquia
V001223,1,2023-12-10,C02582,P0007,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Gorra,Accesorios,1,"61.000,00",0.0,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Bolívar
V002246,1,2023-01-19,C01648,P0004,T037,KOAJ Fundadores,Manizales,KOAJ,Jean skinny,Jeans,2,"164.000,00",0.0,Hombre,Local,40,Efectivo,Tienda física,Black Friday,Pantalón,Caldas
V001271,2,2025-07-09,C02332,P0003,T043,KOAJ Victoria,Pereira,KOAJ,Jean mom,Jeans,1,177000,0.0,Hombre,Local,34,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Risaralda
V001679,1,2025-03-05,C01450,P0007,T023,KOAJ Jardín Plaza,Cali,KOAJ,Gorra,Accesorios,1,"58.000,00",0.0,Hombre,Local,L,Efectivo,Tienda física,Black Friday,Accesorio,Valle del Cauca
V002838,1,2025-11-18,C01317,P0016,T031,KOAJ Campanario,Popayán,KOAJ,Pantalón cargo,Pantalones,2,143000,0.0,Mujer,Turista,34,Tarjeta crédito,Tienda física,Vacaciones,Pantalón,Cauca
V001530,1,2023-06-18,C02459,P0014,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Jogger,Pantalones,1,"135000,00",0.0,Hombre,Local,36,Efectivo,Tienda física,Black Friday,Pantalón,Bolívar
V000045,1,2023-06-13,C00683,P0005,T004,KOAJ Unicentro,Armenia,KOAJ,Falda,Faldas,1,"112.000,00",0.0,Mujer,Turista,XS,Tarjeta crédito,Tienda física,Temporada regular,Falda,Quindío
V001946,2,2024-06-20,C00435,P0004,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Jean skinny,Jeans,4,"177000,00",0.05,Hombre,Local,34,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Sucre
V002453,3,2025-05-03,C00968,P0026,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Buzo con capucha,Buzos,1,"140000,00",0.0,Mujer,Turista,XS,Tarjeta crédito,Tienda física,Temporada regular,Buzo,Bolívar
V002869,1,2023-06-13,C02624,P0002,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Set deportivo,Deportivo,1,"161.000,00",0.0,Mujer,Local,XS,Efectivo,Tienda física,Temporada regular,Conjunto,Bolívar
V003170,2,2025-10-14,C02537,P0023,T040,KOAJ Andino,Bogotá,KOAJ,Camiseta oversize,Camisetas,1,"77.000,00",0.0,Mujer,Local,L,Tarjeta débito,Tienda física,Vacaciones,Camiseta,Bogotá D.C.
V002427,2,2023-04-27,C01762,P0010,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Short,Shorts,3,90000,0.0,Mujer,Local,28,Efectivo,Tienda física,Temporada regular,Short,Sucre
V003116,1,2025-11-13,C00016,P0018,T023,KOAJ Jardín Plaza,Cali,KOAJ,Camiseta básica,Camisetas,1,"74000,00",0.0,Mujer,Local,M,Efectivo,Tienda física,Temporada regular,Camiseta,Valle del Cauca
V001978,1,2023-03-16,C01119,P0002,T038,KOAJ Plaza Central,Bogotá,KOAJ,Set deportivo,Deportivo,2,"153.000,00",0.0,Mujer,Local,XXL,Efectivo,Tienda física,Black Friday,Conjunto,Bogotá D.C.
V001890,2,2023-12-12,C01044,P0004,T026,KOAJ Portal del Quindío,Armenia,KOAJ,Jean skinny,Jeans,1,"170000,00",0.0,Mujer,Local,36,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Quindío
V000568,1,2023-09-13,C02234,P0025,T018,KOAJ Mall Plaza,Cartagena,KOAJ ,Vestido corto,Vestidos,1,147000,0.15,Hombre,Local,M,Tarjeta débito,Tienda física,Temporada regular,Vestido,Bolívar
V001242,2,2023-01-21,C00849,P0001,T029,KOAJ Cosmocentro,Cali,KOAJ,Pantalón clásico,Pantalones,3,"138.000,00",0.0,Hombre,Local,28,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Valle del Cauca
V002661,1,2023-06-20,C00256,P0018,T009,KOAJ Buenavista,Montería,KOAJ,Camiseta básica,Camisetas,2,"78.000,00",0.05,Hombre,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Córdoba
V000911,2,2024-04-07,C01269,P0021,T001,KOAJ Premium Plaza,Medellín,KOAJ,Polo,Camisas,1,"119000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Black Friday,Polo,Antioquia
V003192,2,2024-12-20,C00001,P0024,T035,KOAJ Mayorca,Medellín,KOAJ,Chaqueta denim,Chaquetas,2,"207000,00",0.0,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Chaqueta,Antioquia
V001961,1,2025-09-09,C02509,P0018,T004,KOAJ Unicentro,Armenia,KOAJ,Camiseta básica,Camisetas,3,"73000,00",0.0,Hombre,Local,M,Transferencia,Tienda física,Temporada regular,Camiseta,Quindío
V002862,2,2023-06-30,C00339,P0005,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Falda,Faldas,3,"118000,00",0.1,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Falda,Bogotá D.C.
V000662,1,2023-01-18,C00165,P0020,T034,KOAJ Viva Barranquilla,Barranquilla,KOAJ,Camiseta estampada,Camisetas,1,"76.000,00",0.0,Hombre,Local,S,Tarjeta débito,Online,Temporada regular,Camiseta,Atlántico
V000603,2,2023-09-26,C00804,P0020,T009,KOAJ Buenavista,Montería,KOAJ,Camiseta estampada,Camisetas,4,"75000,00",0.4,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Córdoba
V001795,1,2023-12-16,C00668,P0019,T013,KOAJ Caracolí,Bucaramanga,KOAJ,Top,Tops,1,"69.000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Online,Temporada regular,Top,Santander
V003510,1,2023-12-21,C02749,P0011,T042,KOAJ Guatapurí,Valledupar,KOAJ,Buzo básico,Buzos,2,"135000,00",0.1,Hombre,Local,XS,Efectivo,Tienda física,Temporada regular,Buzo,Cesar
V000626,1,2024-06-27,C01708,P0012,T043,KOAJ Victoria,Pereira,KOAJ,Blusa,Blusas,1,"112.000,00",0.0,Mujer,Local,L,Tarjeta débito,Online,Temporada regular,Blusa,Risaralda
V000581,1,2025-05-05,C02346,P0001,T004,KOAJ Unicentro,Armenia,KOAJ,Pantalón clásico,Pantalones,1,"144000,00",0.0,Mujer,Local,38,Tarjeta crédito,Tienda física,Vacaciones,Pantalón,Quindío
V002351,1,2025-09-09,C02572,P0010,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Short,Shorts,1,91000,0.0,Mujer,Local,38,Tarjeta débito,Tienda física,Regreso a clases,Short,Sucre
V000854,1,2025-08-16,C01857,P0020,T009,KOAJ Buenavista,Montería,KOAJ,Camiseta estampada,Camisetas,1,"77.000,00",0.15,Hombre,Local,L,Tarjeta crédito,Tienda física,Temporada regular,Camiseta,Córdoba
V001962,2,2023-06-15,C01896,P0012,T015,KOAJ Wajira,Riohacha,KOAJ,Blusa,Blusas,1,"110000,00",0.3,Mujer,Local,L,Efectivo,Tienda física,Black Friday,Blusa,La Guajira
V003448,2,2025-02-23,C01247,P0008,T004,KOAJ Unicentro,Armenia,KOAJ,Chaqueta bomber,Chaquetas,1,"225000,00",0.0,Mujer,Local,L,Tarjeta crédito,Tienda física,Regreso a clases,Chaqueta,Quindío
V000554,1,2025-04-30,C02611,P0006,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Cinturón,Accesorios,1,"58000,00",0.2,Hombre,Local,L,Tarjeta crédito,Online,Temporada regular,Accesorio,Atlántico
V000496,2,2024-09-27,C02608,P0024,T014,KOAJ La Estación,Ibagué,KOAJ,Chaqueta denim,Chaquetas,2,223000,0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Tolima
V001206,1,2023-06-16,C02282,P0012,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Blusa,Blusas,1,"113.000,00",0.15,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Blusa,Risaralda
V000575,3,2024-01-21,C00243,P0025,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Vestido corto,Vestidos,2,"146000,00",0.0,Hombre,Local,M,Efectivo,Tienda física,Temporada regular,Vestido,Bolívar
V003133,1,2023-07-14,C00609,P0010,T021,KOAJ Mallplaza,Manizales,KOAJ,Short,Shorts,2,"99000,00",0.05,Hombre,Local,32,Tarjeta débito,Tienda física,Vacaciones,Short,Caldas
V003425,1,2025-03-29,C00311,P0013,T004,KOAJ Unicentro,Armenia,KOAJ,Bolso,Accesorios,2,54000,0.0,Hombre,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Quindío
V000183,2,2025-10-26,C02360,P0001,T035,KOAJ Mayorca,Medellín,KOAJ,Pantalón clásico,Pantalones,2,145000,0.0,Mujer,Local,30,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Antioquia
V000193,3,2025-05-09,C00619,P0007,T004,KOAJ Unicentro,Armenia,KOAJ,Gorra,Accesorios,2,"62000,00",0.0,Hombre,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Quindío
V003044,1,2023-05-04,C02544,P0004,T038,KOAJ Plaza Central,Bogotá,KOAJ,Jean skinny,Jeans,3,175000,0.1,Hombre,Local,38,Tarjeta crédito,Tienda física,Black Friday,Pantalón,Bogotá D.C.
V002895,2,2024-05-01,C00768,P0026,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Buzo con capucha,Buzos,1,"139000,00",0.05,Mujer,Local,XXL,Efectivo,Tienda física,Temporada regular,Buzo,Bogotá D.C.
V003602,2,2023-01-21,C01841,P0007,T014,KOAJ La Estación,Ibagué,KOAJ,Gorra,Accesorios,2,"59.000,00",0.0,Mujer,Turista,M,Tarjeta débito,Tienda física,Vacaciones,Accesorio,Tolima
V003479,2,2025-07-04,C00158,P0009,T018,KOAJ Mall Plaza,Cartagena,KOAJ,Camisa casual,Camisas,4,"124000,00",0.0,Hombre,Local,XS,Efectivo,Tienda física,Temporada regular,Camisa,Bolívar
V001651,2,2024-07-16,C01099,P0001,T023,KOAJ Jardín Plaza,Cali,KOAJ,Pantalón clásico,Pantalones,1,"138000,00",0.0,Mujer,Local,32,Tarjeta crédito,Online,Temporada regular,Pantalón,Valle del Cauca
V003387,2,2023-04-20,C00066,P0025,T037,KOAJ Fundadores,Manizales,KOAJ,Vestido corto,Vestidos,2,"145000,00",0.0,Hombre,Local,XXL,Tarjeta crédito,Tienda física,Temporada regular,Vestido,Caldas
V000088,1,2024-05-06,C01186,P0017,T032,KOAJ La Castellana,Cartagena,KOAJ,Vestido casual,Vestidos,1,"152000,00",0.2,Mujer,Local,M,Tarjeta débito,Tienda física,Temporada de diciembre,Vestido,Bolívar
V000751,2,2023-05-07,C00285,P0019,T025,KOAJ El Tesoro,Medellín,KOAJ,Top,Tops,2,"73000,00",0.15,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada de diciembre,Top,Antioquia
V001571,1,2024-01-12,C02476,P0010,T009,KOAJ Buenavista,Montería,KOAJ,Short,Shorts,2,"96.000,00",0.1,Mujer,Local,34,Tarjeta crédito,Online,Black Friday,Short,Córdoba
V000688,1,2024-09-28,C00359,P0007,T017,KOAJ Titán Plaza,Bogotá,KOAJ,Gorra,Accesorios,1,"57000,00",0.0,Hombre,Local,XS,Tarjeta débito,Tienda física,Temporada regular,Accesorio,Bogotá D.C.
V000875,2,2025-11-30,C02160,P0015,T041,KOAJ Mayales,Valledupar,KOAJ,Jean straight,Jeans,1,176000,0.0,Hombre,Local,40,Efectivo,Tienda física,Temporada regular,Pantalón,Cesar
V001972,2,2025-03-10,C01160,P0004,T039,KOAJ Alamedas,Montería,KOAJ,Jean skinny,Jeans,4,"166.000,00",0.3,Mujer,Local,32,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Córdoba
V001447,3,2025-10-16,C01657,P0012,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Blusa,Blusas,4,"107000,00",0.2,Hombre,Local,S,Tarjeta débito,Tienda física,Temporada regular,Blusa,Bogotá D.C.
V001823,1,2025-02-21,C00152,P0002,T032,KOAJ La Castellana,Cartagena,KOAJ,Set deportivo,Deportivo,1,"151000,00",0.0,Hombre,Local,S,Tarjeta crédito,Tienda física,Temporada regular,Conjunto,Bolívar
V001082,2,2025-05-14,C02742,P0022,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Tenis casuales,Calzado,1,"200000,00",0.3,Hombre,Local,S,Efectivo,Tienda física,Temporada de diciembre,Calzado,Norte de Santander
V002944,2,2024-08-14,C01208,P0012,T009,KOAJ Buenavista,Montería,KOAJ,Blusa,Blusas,1,"115.000,00",0.0,Hombre,Local,XXL,Tarjeta débito,Tienda física,Temporada de diciembre,Blusa,Córdoba
V003648,2,2023-12-20,C02444,P0023,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Camiseta oversize,Camisetas,2,"79000,00",0.05,Mujer,Local,XXL,Efectivo,Tienda física,Temporada de diciembre,Camiseta,Sucre
V002577,1,2025-05-29,C02271,P0007,T004,KOAJ Unicentro,Armenia,KOAJ,Gorra,Accesorios,1,"61000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Quindío
V002658,1,2023-08-03,C02745,P0015,T016,KOAJ Guacarí,Sincelejo,KOAJ,Jean straight,Jeans,1,"169.000,00",0.4,Hombre,Turista,38,Tarjeta crédito,Tienda física,Día del Padre,Pantalón,Sucre
V003583,1,2023-01-06,C01772,P0018,T011,KOAJ Santa Fe,Medellín,KOAJ,Camiseta básica,Camisetas,3,"75.000,00",0.3,Mujer,Local,L,Transferencia,Tienda física,Temporada regular,Camiseta,Antioquia
V000550,1,2024-10-12,C01480,P0015,T004,KOAJ Unicentro,Armenia,KOAJ,Jean straight,Jeans,1,"178000,00",0.05,Mujer,Local,34,Tarjeta débito,Tienda física,Temporada regular,Pantalón,Quindío
V003039,1,2024-08-19,C00597,P0005,T032,KOAJ La Castellana,Cartagena,KOAJ,Falda,Faldas,2,"115000,00",0.4,Mujer,Local,S,Tarjeta débito,Tienda física,Black Friday,Falda,Bolívar
V003112,2,2025-03-07,C00916,P0022,T025,KOAJ El Tesoro,Medellín,KOAJ,Tenis casuales,Calzado,2,"193000,00",0.0,Hombre,Local,L,Tarjeta débito,Tienda física,Temporada de diciembre,Calzado,Antioquia
V001808,1,2023-02-09,C00549,P0003,T002,KOAJ Multicentro,Ibagué,KOAJ,Jean mom,Jeans,1,186000,0.0,Mujer,Local,38,Tarjeta crédito,Tienda física,Temporada de diciembre,Pantalón,Tolima
V000035,2,2024-07-18,C00246,P0012,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Blusa,Blusas,1,111000,0.0,Mujer,Local,S,Efectivo,Tienda física,Temporada regular,Blusa,Magdalena
V003019,1,2025-02-26,C00084,P0026,T009,KOAJ Buenavista,Montería,KOAJ,Buzo con capucha,Buzos,2,"130000,00",0.0,Mujer,Local,XXL,Tarjeta crédito,Online,Temporada regular,Buzo,Córdoba
V000205,2,2025-08-22,C00119,P0013,T031,KOAJ Campanario,Popayán,KOAJ,Bolso,Accesorios,4,54000,0.0,Mujer,Local,XXL,Efectivo,Tienda física,Temporada regular,Accesorio,Cauca
V000148,2,2024-01-09,C00551,P0018,T022,KOAJ Portal del Prado,Barranquilla,KOAJ,Camiseta básica,Camisetas,2,"79000,00",0.0,Mujer,Local,XL,Efectivo,Tienda física,Vacaciones,Camiseta,Atlántico
V001670,1,2023-09-17,C00047,P0003,T005,KOAJ Viva Sincelejo,Sincelejo,KOAJ,Jean mom,Jeans,1,"176000,00",0.0,Mujer,Local,36,Efectivo,Tienda física,Temporada regular,Pantalón,Sucre
V002370,1,2025-01-03,C02589,P0013,T009,KOAJ Buenavista,Montería,KOAJ,Bolso,Accesorios,1,58000,0.0,Mujer,Local,XL,Efectivo,Tienda física,Regreso a clases,Accesorio,Córdoba
V001886,1,2025-08-29,C01640,P0014,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Jogger,Pantalones,2,"139.000,00",0.05,Mujer,Local,28,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Risaralda
V000884,1,2025-04-26,C01154,P0011,T004,KOAJ Unicentro,Armenia,KOAJ,Buzo básico,Buzos,1,"140.000,00",0.0,Mujer,Turista,XXL,Tarjeta débito,Tienda física,Temporada regular,Buzo,Quindío
V000302,3,2025-01-19,C02635,P0009,T009,KOAJ Buenavista,Montería,KOAJ,Camisa casual,Camisas,1,"121.000,00",0.0,Hombre,Local,M,Tarjeta débito,Tienda física,Temporada regular,Camisa,Córdoba
V000930,1,2024-03-20,C01468,P0024,T039,KOAJ Alamedas,Montería,KOAJ,Chaqueta denim,Chaquetas,4,"221.000,00",0.05,Hombre,Turista,XXL,Tarjeta crédito,Tienda física,Temporada regular,Chaqueta,Córdoba
V002835,1,2025-09-13,C00824,P0019,T030,KOAJ Cacique,Bucaramanga,KOAJ,Top,Tops,2,"75.000,00",0.4,Mujer,Local,L,Tarjeta débito,Online,Black Friday,Top,Santander
V001609,2,2023-01-28,C00310,P0016,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Pantalón cargo,Pantalones,3,"139.000,00",0.0,Mujer,Local,40,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Bogotá D.C.
V003346,1,2023-10-22,C00434,P0005,T012,KOAJ Chipichape,Cali,KOAJ,Falda,Faldas,2,"108000,00",0.0,Mujer,Local,XS,Tarjeta crédito,Online,Regreso a clases,Falda,Valle del Cauca
V001278,1,2025-05-27,C00789,P0020,T001,  KOAJ Premium Plaza  ,Medellín,KOAJ,Camiseta estampada,Camisetas,1,"79000,00",0.0,Hombre,Local,L,Tarjeta débito,Online,Temporada regular,Camiseta,Antioquia
V001333,2,2024-12-29,C00352,P0011,T004,KOAJ Unicentro,Armenia,KOAJ,Buzo básico,Buzos,1,"133.000,00",0.0,Hombre,Local,L,Efectivo,Tienda física,Temporada regular,Buzo,Quindío
V002076,1,2023-12-13,C00782,P0006,T009,KOAJ Buenavista,Montería,KOAJ,Cinturón,Accesorios,4,"58.000,00",0.0,Mujer,Local,M,Tarjeta crédito,Tienda física,Temporada regular,Accesorio,Córdoba
V002202,2,2023-10-17,C00965,P0019,T020,KOAJ Salitre Plaza,Bogotá,KOAJ,Top,Tops,3,"73.000,00",0.0,Mujer,Local,S,Efectivo,Tienda física,Temporada regular,Top,Bogotá D.C.
V000304,1,2024-10-01,C01532,P0004,T025,KOAJ El Tesoro,Medellín,KOAJ,Jean skinny,Jeans,2,"167000,00",0.15,Mujer,Local,28,Efectivo,Tienda física,Temporada regular,Pantalón,Antioquia
V003282,2,2023-12-25,C01119,P0001,T040,KOAJ Andino,Bogotá,KOAJ,Pantalón clásico,Pantalones,1,"149000,00",0.0,Mujer,Turista,28,Efectivo,Tienda física,Temporada regular,Pantalón,Bogotá D.C.
V000078,1,2025-11-25,C02344,P0017,T004,KOAJ Unicentro,Armenia,KOAJ,Vestido casual,Vestidos,2,149000,0.0,Hombre,Local,XXL,Efectivo,Tienda física,Temporada regular,Vestido,Quindío
V000307,2,2024-01-30,C00825,P0002,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Set deportivo,Deportivo,1,"155000,00",0.3,Mujer,Local,XXL,Transferencia,Tienda física,Temporada regular,Conjunto,Meta
V000762,1,2023-12-02,C01736,P0013,T030,KOAJ Cacique,Bucaramanga,KOAJ,Bolso,Accesorios,4,"54.000,00",0.2,Hombre,Turista,S,Tarjeta débito,Online,Black Friday,Accesorio,Santander
V003505,3,2025-06-07,C00578,P0009,T006,KOAJ Único,Pasto,KOAJ,Camisa casual,Camisas,3,"124000,00",0.1,Mujer,Local,XXL,Transferencia,Tienda física,Temporada de diciembre,Camisa,Nariño
V001222,2,2024-01-11,C01799,P0012,T019,KOAJ Primavera Urbana,Villavicencio,KOAJ,Blusa,Blusas,1,"110000,00",0.1,Hombre,Turista,XL,Tarjeta débito,Tienda física,Regreso a clases,Blusa,Meta
V001910,2,2023-07-19,C01711,P0008,T033,KOAJ Parque Arboleda,Pereira,KOAJ,Chaqueta bomber,Chaquetas,1,"215.000,00",0.0,Hombre,Local,L,Efectivo,Tienda física,Temporada de diciembre,Chaqueta,Risaralda
V003189,1,2025-03-05,C01941,P0020,T031,KOAJ Campanario,Popayán,KOAJ,Camiseta estampada,Camisetas,1,"77.000,00",0.0,Hombre,Local,S,Efectivo,Tienda física,Temporada regular,Camiseta,Cauca
V000530,1,2025-12-15,C01023,P0025,T006,KOAJ Único,Pasto,KOAJ,Vestido corto,Vestidos,4,"146.000,00",0.0,Mujer,Turista,M,Transferencia,Tienda física,Vacaciones,Vestido,Nariño
V001662,1,2024-03-18,C01116,P0007,T003,KOAJ Ocean Mall,Santa Marta,KOAJ,Gorra,Accesorios,2,"63000,00",0.15,Mujer,Local,M,Tarjeta crédito,Tienda física,Vacaciones,Accesorio,Magdalena
V000485,2,2025-01-14,C00215,P0016,T028,KOAJ Ventura Plaza,Cúcuta,KOAJ,Pantalón cargo,Pantalones,4,"140000,00",0.0,Hombre,Local,28,Tarjeta crédito,Tienda física,Temporada regular,Pantalón,Norte de Santander
V000299,2,2024-07-09,C00873,P0001,T040,KOAJ Andino,Bogotá,KOAJ,Pantalón clásico,Pantalones,1,"141.000,00",0.0,Mujer,Local,30,Tarjeta débito,Tienda física,Día del Padre,Pantalón,Bogotá D.C.
